file,line,column,type,code,message
includes/certificates/providers/class-provider-namesilo.php,79,38,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '""NameSilo: no domain found for {$fqdn}.""'."
includes/certificates/providers/class-provider-namesilo.php,100,42,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '""NameSilo {$operation} failed: ""'."
includes/certificates/providers/class-provider-namesilo.php,100,79,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '$detail[1]'."
includes/certificates/providers/class-provider-vultr.php,70,38,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '""Vultr: no domain found for {$fqdn}.""'."
includes/certificates/providers/class-provider-ionos.php,83,38,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '""IONOS: no zone found for {$fqdn}.""'."
includes/certificates/class-acme-crypto.php,61,72,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '(string)'."
includes/certificates/class-acme-crypto.php,67,75,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '(string)'."
includes/certificates/class-acme-crypto.php,221,68,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '(string)'."
includes/certificates/class-deployer.php,101,83,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '$response'."
includes/certificates/class-deployer.php,107,74,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '$errors'."
includes/certificates/class-deployer.php,121,42,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '""Export path {$dir} does not exist and could not be created.""'."
includes/certificates/class-deployer.php,130,117,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '$webroot'."
includes/certificates/class-deployer.php,135,42,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '""Unable to write privkey.pem to {$dir}.""'."
includes/certificates/class-deployer.php,139,42,ERROR,WordPress.Security.EscapeOutput.ExceptionNotEscaped,"All output should be run through an escaping function (see the Security sections in the WordPress Developer Handbooks), found '""Unable to write fullchain.pem to {$dir}.""'."
includes/admin/views/page-scripts.php,24,1,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$surfaces&quot;.
includes/admin/views/page-scripts.php,26,1,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$tab_help&quot;.
includes/admin/views/page-scripts.php,41,15,WARNING,WordPress.Security.NonceVerification.Recommended,Processing form data without nonce verification.
includes/admin/views/page-scripts.php,41,65,WARNING,WordPress.Security.NonceVerification.Recommended,Processing form data without nonce verification.
includes/admin/views/page-scripts.php,46,1,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$base_url&quot;.
includes/admin/views/page-scripts.php,53,38,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$tab_key&quot;.
includes/admin/views/page-scripts.php,53,50,WARNING,WordPress.NamingConventions.PrefixAllGlobals.NonPrefixedVariableFound,Global variables defined by a theme/plugin should start with the theme/plugin prefix. Found: &quot;$tab_data&quot;.
includes/admin/views/page-scripts.php,76,27,ERROR,WordPress.WP.EnqueuedResources.NonEnqueuedStylesheet,Stylesheets must be registered/enqueued via wp_enqueue_style()
includes/csp/class-policy-builder.php,0,0,ERROR,missing_direct_file_access_protection,PHP file should prevent direct access. Add a check like: if ( ! defined( 'ABSPATH' ) ) exit;
includes/csp/class-policy-builder.php,671,17,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,Unescaped parameter $table used in $wpdb-&gt;get_row()\n$table assigned unsafely at line 669.
includes/csp/class-policy-builder.php,701,17,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,Use of a direct database call is discouraged.
includes/csp/class-policy-builder.php,701,17,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().
includes/csp/class-policy-builder.php,701,18,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,Unescaped parameter $table used in $wpdb-&gt;get_results()\n$table assigned unsafely at line 680.
includes/csp/class-policy-builder.php,718,18,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,Use of a direct database call is discouraged.
includes/csp/class-policy-builder.php,718,18,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().
includes/csp/class-policy-builder.php,718,19,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,Unescaped parameter $table used in $wpdb-&gt;get_results()\n$table assigned unsafely at line 717.
includes/class-plugin.php,104,3,WARNING,PluginCheck.CodeAnalysis.DiscouragedFunctions.load_plugin_textdomainFound,"load_plugin_textdomain() has been discouraged since WordPress version 4.6. When your plugin is hosted on WordPress.org, you no longer need to manually include this function call for translations under your plugin slug. WordPress will automatically load the translations for you as needed."
includes/class-activator.php,88,18,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,Unescaped parameter $table used in $wpdb-&gt;get_results()\n$table assigned unsafely at line 85.
includes/class-activator.php,88,31,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;SELECT id, directives FROM {$table}&quot;"
includes/class-activator.php,96,13,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,Use of a direct database call is discouraged.
includes/class-activator.php,96,13,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().
includes/class-activator.php,126,18,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,Unescaped parameter $table used in $wpdb-&gt;get_results()
includes/class-activator.php,126,31,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;SELECT id, directives FROM {$table}&quot;"
includes/class-activator.php,137,13,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,Use of a direct database call is discouraged.
includes/class-activator.php,137,13,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().
includes/class-activator.php,168,18,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,Unescaped parameter $table used in $wpdb-&gt;get_results()
includes/class-activator.php,168,31,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;SELECT id, directives FROM {$table}&quot;"
includes/class-activator.php,179,13,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,Use of a direct database call is discouraged.
includes/class-activator.php,179,13,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().
includes/class-activator.php,209,18,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,Unescaped parameter $table used in $wpdb-&gt;get_results()\n$table assigned unsafely at line 206.
includes/class-activator.php,210,4,WARNING,WordPress.DB.PreparedSQL.InterpolatedNotPrepared,"Use placeholders and $wpdb-&gt;prepare(); found interpolated variable {$table} at &quot;SELECT id, bypass_img_src_data, bypass_font_src_data, bypass_style_attr_unsafe_hashes, bypass_flags FROM {$table}&quot;"
includes/class-activator.php,232,13,WARNING,WordPress.DB.DirectDatabaseQuery.DirectQuery,Use of a direct database call is discouraged.
includes/class-activator.php,232,13,WARNING,WordPress.DB.DirectDatabaseQuery.NoCaching,Direct database call without caching detected. Consider using wp_cache_get() / wp_cache_set() or wp_cache_delete().
includes/class-activator.php,839,11,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,Unescaped parameter $old_table used in $wpdb-&gt;query()\n$old_table assigned unsafely at line 834.
includes/class-activator.php,863,18,WARNING,PluginCheck.Security.DirectDB.UnescapedDBParameter,Unescaped parameter $table used in $wpdb-&gt;get_results()\n$table assigned unsafely at line 856.
